sent_id	n	tokens_used	add1_log10P	add1_perplexity	addK_log10P	addK_perplexity	token_type_sum
145	4	24	-71.287506	933.9266	-71.497085	952.8953	119.00
146	2	29	-86.082033	929.7067	-86.321364	947.5427	146.00
146	3	29	-86.051468	927.4532	-86.261047	943.0156	146.00
146	4	29	-86.051468	927.4532	-86.261047	943.0156	146.00
147	2	29	-86.081145	929.6412	-86.319741	947.4206	132.00
147	3	29	-86.051468	927.4532	-86.261047	943.0156	132.00
147	4	29	-86.051468	927.4532	-86.261047	943.0156	132.00
148	2	28	-82.829744	908.2494	-82.894670	913.1118	150.00
148	3	28	-83.099160	928.5967	-83.309222	944.7771	149.00
148	4	28	-83.098676	928.5597	-83.308254	944.7019	149.00
149	2	27	-80.165034	931.2694	-80.393346	949.5795	143.00
149	3	27	-80.145883	929.7497	-80.355462	946.5166	143.00
149	4	27	-80.145883	929.7497	-80.355462	946.5166	143.00
150	2	27	-80.165029	931.2690	-80.393327	949.5779	123.00
150	3	27	-80.145883	929.7497	-80.355462	946.5166	123.00
150	4	27	-80.145883	929.7497	-80.355462	946.5166	123.00
151	2	25	-74.268047	934.8069	-74.504732	955.4089	114.00
151	3	25	-74.240299	932.4208	-74.449877	950.5940	114.00
151	4	25	-74.240299	932.4208	-74.449877	950.5940	114.00
152	2	31	-91.693424	907.5120	-91.763608	912.2553	153.00
152	3	31	-91.957537	925.4909	-92.167599	940.0444	152.00
152	4	31	-91.957053	925.4577	-92.166632	939.9768	152.00
153	2	26	-77.215140	932.8527	-77.446338	952.1498	119.00
153	3	26	-77.193091	931.0329	-77.402670	948.4747	119.00
153	4	26	-77.193091	931.0329	-77.402670	948.4747	119.00
154	2	27	-80.180388	932.4896	-80.423786	952.0478	131.00
154	3	27	-80.145883	929.7497	-80.355462	946.5166	131.00
154	4	27	-80.145883	929.7497	-80.355462	946.5166	131.00
155	2	28	-82.838374	908.8943	-82.911768	914.3965	139.00
155	3	28	-83.099160	928.5967	-83.309222	944.7771	138.00
155	4	28	-83.098676	928.5597	-83.308254	944.7019	138.00
156	2	26	-76.927050	909.3534	-76.994842	914.8293	123.00
156	3	26	-77.193575	931.0728	-77.403637	948.5560	122.00
156	4	26	-77.193091	931.0329	-77.402670	948.4747	122.00
157	2	29	-85.795011	908.7588	-85.872190	914.3448	132.00
157	3	29	-86.051952	927.4888	-86.262014	943.0880	131.00
157	4	29	-86.051468	927.4532	-86.261047	943.0156	131.00
158	2	28	-83.119756	930.1708	-83.349986	947.9495	138.00
158	3	28	-83.098676	928.5597	-83.308254	944.7019	138.00
158	4	28	-83.098676	928.5597	-83.308254	944.7019	138.00
159	2	26	-77.213207	932.6930	-77.442481	951.8247	142.00
159	3	26	-77.193091	931.0329	-77.402670	948.4747	142.00
159	4	26	-77.193091	931.0329	-77.402670	948.4747	142.00
160	2	31	-91.402871	888.1365	-91.307104	881.8414	156.00
160	3	31	-91.958021	925.5242	-92.168566	940.1119	154.00
160	4	31	-91.957053	925.4577	-92.166632	939.9768	154.00
161	2	30	-88.750625	908.5612	-88.830466	914.1459	143.00
161	3	30	-89.004745	926.4560	-89.214807	941.5142	142.00
161	4	30	-89.004261	926.4216	-89.213839	941.4443	142.00
162	2	27	-79.877912	908.7432	-79.943784	913.8626	134.00
162	3	27	-80.146367	929.7881	-80.356429	946.5946	133.00
162	4	27	-80.145883	929.7497	-80.355462	946.5166	133.00
163	2	27	-80.176932	932.2148	-80.416747	951.4764	126.00
163	3	27	-80.145883	929.7497	-80.355462	946.5166	126.00
163	4	27	-80.145883	929.7497	-80.355462	946.5166	126.00
164	2	27	-79.883165	909.1504	-79.954148	914.6706	130.00
164	3	27	-80.146367	929.7881	-80.356429	946.5946	129.00
164	4	27	-80.145883	929.7497	-80.355462	946.5166	129.00
165	2	30	-88.736805	907.5979	-88.803253	912.2386	153.00
165	3	30	-89.004745	926.4560	-89.214807	941.5142	152.00
165	4	30	-89.004261	926.4216	-89.213839	941.4443	152.00
166	2	26	-77.217546	933.0515	-77.451123	952.5534	119.00
166	3	26	-77.193091	931.0329	-77.402670	948.4747	119.00
166	4	26	-77.193091	931.0329	-77.402670	948.4747	119.00
167	2	27	-80.172750	931.8824	-80.408719	950.8253	138.00
167	3	27	-80.145883	929.7497	-80.355462	946.5166	138.00
167	4	27	-80.145883	929.7497	-80.355462	946.5166	138.00
168	2	24	-71.308100	935.7737	-71.537840	956.6286	130.00
168	3	24	-71.287506	933.9266	-71.497085	952.8953	130.00
168	4	24	-71.287506	933.9266	-71.497085	952.8953	130.00
169	2	25	-74.258481	933.9836	-74.485829	953.7469	133.00
169	3	25	-74.240299	932.4208	-74.449877	950.5940	133.00
169	4	25	-74.240299	932.4208	-74.449877	950.5940	133.00
170	2	26	-76.919810	908.7705	-76.980404	913.6603	131.00
170	3	26	-77.193575	931.0728	-77.403637	948.5560	130.00
170	4	26	-77.193091	931.0329	-77.402670	948.4747	130.00
171	2	26	-77.212239	932.6131	-77.440547	951.6617	129.00
171	3	26	-77.193091	931.0329	-77.402670	948.4747	129.00
171	4	26	-77.193091	931.0329	-77.402670	948.4747	129.00
172	2	24	-71.315739	936.4597	-71.552907	958.0124	125.00
172	3	24	-71.287506	933.9266	-71.497085	952.8953	125.00
172	4	24	-71.287506	933.9266	-71.497085	952.8953	125.00
173	2	25	-74.261377	934.2327	-74.491600	954.2540	133.00
173	3	25	-74.240299	932.4208	-74.449877	950.5940	133.00
173	4	25	-74.240299	932.4208	-74.449877	950.5940	133.00
174	2	25	-74.260412	934.1497	-74.489676	954.0850	129.00
174	3	25	-74.240299	932.4208	-74.449877	950.5940	129.00
174	4	25	-74.240299	932.4208	-74.449877	950.5940	129.00
175	2	27	-79.873570	908.4068	-79.935133	913.1886	141.00
175	3	27	-80.146367	929.7881	-80.356429	946.5946	140.00
175	4	27	-80.145883	929.7497	-80.355462	946.5166	140.00
176	2	29	-85.497770	887.5626	-85.402487	880.8731	144.00
176	3	29	-86.052436	927.5245	-86.262981	943.1604	142.00
176	4	29	-86.051468	927.4532	-86.261047	943.0156	142.00
177	2	26	-77.211271	932.5331	-77.438608	951.4983	128.00
177	3	26	-77.193091	931.0329	-77.402670	948.4747	128.00
177	4	26	-77.193091	931.0329	-77.402670	948.4747	128.00
178	2	27	-80.179893	932.4503	-80.422774	951.9656	128.00
178	3	27	-80.145883	929.7497	-80.355462	946.5166	128.00
178	4	27	-80.145883	929.7497	-80.355462	946.5166	128.00
179	2	25	-74.258962	934.0250	-74.486783	953.8308	123.00
179	3	25	-74.240299	932.4208	-74.449877	950.5940	123.00
179	4	25	-74.240299	932.4208	-74.449877	950.5940	123.00
180	2	25	-74.270862	935.0493	-74.510192	955.8895	123.00
180	3	25	-74.240299	932.4208	-74.449877	950.5940	123.00
180	4	25	-74.240299	932.4208	-74.449877	950.5940	123.00
181	2	28	-83.124571	930.5392	-83.359563	948.6964	137.00
181	3	28	-83.098676	928.5597	-83.308254	944.7019	137.00
181	4	28	-83.098676	928.5597	-83.308254	944.7019	137.00
182	2	30	-89.046402	929.4230	-89.297226	947.4890	145.00
182	3	30	-89.004261	926.4216	-89.213839	941.4443	145.00
182	4	30	-89.004261	926.4216	-89.213839	941.4443	145.00
183	2	28	-82.829770	908.2514	-82.894773	913.1195	139.00
183	3	28	-83.099160	928.5967	-83.309222	944.7771	138.00
183	4	28	-83.098676	928.5597	-83.308254	944.7019	138.00
184	2	27	-79.875014	908.5187	-79.938002	913.4121	131.00
184	3	27	-80.146367	929.7881	-80.356429	946.5946	130.00
184	4	27	-80.145883	929.7497	-80.355462	946.5166	130.00
185	2	25	-74.261376	934.2327	-74.491598	954.2538	120.00
185	3	25	-74.240299	932.4208	-74.449877	950.5940	120.00
185	4	25	-74.240299	932.4208	-74.449877	950.5940	120.00
186	2	25	-74.260892	934.1910	-74.490631	954.1688	120.00
186	3	25	-74.240299	932.4208	-74.449877	950.5940	120.00
186	4	25	-74.240299	932.4208	-74.449877	950.5940	120.00
187	2	26	-77.232820	934.3145	-77.481246	955.0979	113.00
187	3	26	-77.193091	931.0329	-77.402670	948.4747	113.00
187	4	26	-77.193091	931.0329	-77.402670	948.4747	113.00
188	2	29	-85.802099	909.2704	-85.886033	915.3503	135.00
188	3	29	-86.051952	927.4888	-86.262014	943.0880	134.00
188	4	29	-86.051468	927.4532	-86.261047	943.0156	134.00
189	2	28	-82.835474	908.6775	-82.905975	913.9610	136.00
189	3	28	-83.099160	928.5967	-83.309222	944.7771	135.00
189	4	28	-83.098676	928.5597	-83.308254	944.7019	135.00
190	2	27	-80.183682	932.7516	-80.430190	952.5679	122.00
190	3	27	-80.145883	929.7497	-80.355462	946.5166	122.00
190	4	27	-80.145883	929.7497	-80.355462	946.5166	122.00
191	2	26	-77.223738	933.5633	-77.463307	953.5818	124.00
191	3	26	-77.193091	931.0329	-77.402670	948.4747	124.00
191	4	26	-77.193091	931.0329	-77.402670	948.4747	124.00
192	2	29	-86.072546	929.0067	-86.302770	946.1447	146.00
192	3	29	-86.051468	927.4532	-86.261047	943.0156	146.00
192	4	29	-86.051468	927.4532	-86.261047	943.0156	146.00
193	2	24	-71.308100	935.7737	-71.537838	956.6284	117.00
193	3	24	-71.287506	933.9266	-71.497085	952.8953	117.00
193	4	24	-71.287506	933.9266	-71.497085	952.8953	117.00
194	2	26	-77.213688	932.7328	-77.443438	951.9054	140.00
194	3	26	-77.193091	931.0329	-77.402670	948.4747	140.00
194	4	26	-77.193091	931.0329	-77.402670	948.4747	140.00
195	2	30	-89.022927	927.7499	-89.250758	944.1158	149.00
195	3	30	-89.004261	926.4216	-89.213839	941.4443	149.00
195	4	30	-89.004261	926.4216	-89.213839	941.4443	149.00
196	2	26	-77.230412	934.1152	-77.476456	954.6929	129.00
196	3	26	-77.193091	931.0329	-77.402670	948.4747	129.00
196	4	26	-77.193091	931.0329	-77.402670	948.4747	129.00
197	2	27	-80.172272	931.8444	-80.407776	950.7487	121.00
197	3	27	-80.145883	929.7497	-80.355462	946.5166	121.00
197	4	27	-80.145883	929.7497	-80.355462	946.5166	121.00
198	2	26	-77.222773	933.4835	-77.461383	953.4194	123.00
198	3	26	-77.193091	931.0329	-77.402670	948.4747	123.00
198	4	26	-77.193091	931.0329	-77.402670	948.4747	123.00
199	2	27	-80.172750	931.8824	-80.408719	950.8253	123.00
199	3	27	-80.145883	929.7497	-80.355462	946.5166	123.00
199	4	27	-80.145883	929.7497	-80.355462	946.5166	123.00
200	2	28	-82.835047	908.6456	-82.905231	913.9051	136.00
200	3	28	-83.099160	928.5967	-83.309222	944.7771	135.00
200	4	28	-83.098676	928.5597	-83.308254	944.7019	135.00
201	2	27	-80.169862	931.6529	-80.402978	950.3598	131.00
201	3	27	-80.145883	929.7497	-80.355462	946.5166	131.00
201	4	27	-80.145883	929.7497	-80.355462	946.5166	131.00
202	2	29	-86.095066	930.6693	-86.347352	949.4999	149.00
202	3	29	-86.051468	927.4532	-86.261047	943.0156	149.00
202	4	29	-86.051468	927.4532	-86.261047	943.0156	149.00
203	2	29	-85.779155	907.6155	-85.840718	912.0628	145.00
203	3	29	-86.051952	927.4888	-86.262014	943.0880	144.00
203	4	29	-86.051468	927.4532	-86.261047	943.0156	144.00
204	2	27	-80.177083	932.2268	-80.417337	951.5243	124.00
204	3	27	-80.145883	929.7497	-80.355462	946.5166	124.00
204	4	27	-80.145883	929.7497	-80.355462	946.5166	124.00
205	2	25	-74.264753	934.5233	-74.498328	954.8455	122.00
205	3	25	-74.240299	932.4208	-74.449877	950.5940	122.00
205	4	25	-74.240299	932.4208	-74.449877	950.5940	122.00
206	2	27	-79.886920	909.4416	-79.961433	915.2391	138.00
206	3	27	-80.146367	929.7881	-80.356429	946.5946	137.00
206	4	27	-80.145883	929.7497	-80.355462	946.5166	137.00
207	2	28	-82.827812	908.1052	-82.890818	912.8226	137.00
207	3	28	-83.099160	928.5967	-83.309222	944.7771	136.00
207	4	28	-83.098676	928.5597	-83.308254	944.7019	136.00
208	2	31	-91.689571	907.2523	-91.755943	911.7360	150.00
208	3	31	-91.957537	925.4909	-92.167599	940.0444	149.00
208	4	31	-91.957053	925.4577	-92.166632	939.9768	149.00
209	2	26	-77.215136	932.8524	-77.446323	952.1486	133.00
209	3	26	-77.193091	931.0329	-77.402670	948.4747	133.00
209	4	26	-77.193091	931.0329	-77.402670	948.4747	133.00
210	2	27	-80.163098	931.1157	-80.389479	949.2664	135.00
210	3	27	-80.145883	929.7497	-80.355462	946.5166	135.00
210	4	27	-80.145883	929.7497	-80.355462	946.5166	135.00
211	2	27	-79.881775	909.0427	-79.951490	914.4634	135.00
211	3	27	-80.146367	929.7881	-80.356429	946.5946	134.00
211	4	27	-80.145883	929.7497	-80.355462	946.5166	134.00
212	2	26	-77.219465	933.2101	-77.454924	952.8741	123.00
212	3	26	-77.193091	931.0329	-77.402670	948.4747	123.00
212	4	26	-77.193091	931.0329	-77.402670	948.4747	123.00
213	2	27	-79.887398	909.4787	-79.962379	915.3129	132.00
213	3	27	-80.146367	929.7881	-80.356429	946.5946	131.00
213	4	27	-80.145883	929.7497	-80.355462	946.5166	131.00
214	2	27	-80.177013	932.2213	-80.417064	951.5022	140.00
214	3	27	-80.145883	929.7497	-80.355462	946.5166	140.00
214	4	27	-80.145883	929.7497	-80.355462	946.5166	140.00
215	2	25	-74.265721	934.6066	-74.500263	955.0157	123.00
215	3	25	-74.240299	932.4208	-74.449877	950.5940	123.00
215	4	25	-74.240299	932.4208	-74.449877	950.5940	123.00
216	2	25	-74.266193	934.6472	-74.501183	955.0967	127.00
216	3	25	-74.240299	932.4208	-74.449877	950.5940	127.00
216	4	25	-74.240299	932.4208	-74.449877	950.5940	127.00
217	2	28	-82.832623	908.4645	-82.900380	913.5406	139.00
217	3	28	-83.099160	928.5967	-83.309222	944.7771	138.00
217	4	28	-83.098676	928.5597	-83.308254	944.7019	138.00
218	2	27	-79.875529	908.5585	-79.939089	913.4968	145.00
218	3	27	-80.146367	929.7881	-80.356429	946.5946	144.00
218	4	27	-80.145883	929.7497	-80.355462	946.5166	144.00
219	2	29	-86.084447	929.8849	-86.326179	947.9050	146.00
219	3	29	-86.051468	927.4532	-86.261047	943.0156	146.00
219	4	29	-86.051468	927.4532	-86.261047	943.0156	146.00
220	2	29	-86.083000	929.7781	-86.323299	947.6882	151.00
220	3	29	-86.051468	927.4532	-86.261047	943.0156	151.00
220	4	29	-86.051468	927.4532	-86.261047	943.0156	151.00
221	2	26	-77.219000	933.1717	-77.454033	952.7989	123.00
221	3	26	-77.193091	931.0329	-77.402670	948.4747	123.00
221	4	26	-77.193091	931.0329	-77.402670	948.4747	123.00
222	2	26	-77.212717	932.6526	-77.441491	951.7412	122.00
222	3	26	-77.193091	931.0329	-77.402670	948.4747	122.00
222	4	26	-77.193091	931.0329	-77.402670	948.4747	122.00
223	2	28	-82.829770	908.2514	-82.894773	913.1195	134.00
223	3	28	-83.099160	928.5967	-83.309222	944.7771	133.00
223	4	28	-83.098676	928.5597	-83.308254	944.7019	133.00
224	2	27	-80.173722	931.9596	-80.410669	950.9834	130.00
224	3	27	-80.145883	929.7497	-80.355462	946.5166	130.00
224	4	27	-80.145883	929.7497	-80.355462	946.5166	130.00
225	2	24	-71.304721	935.4703	-71.531100	956.0101	127.00
225	3	24	-71.287506	933.9266	-71.497085	952.8953	127.00
225	4	24	-71.287506	933.9266	-71.497085	952.8953	127.00
226	2	32	-94.348512	887.9551	-94.245806	881.4170	160.00
226	3	32	-94.910813	924.6192	-95.121359	938.7338	158.00
226	4	32	-94.909846	924.5548	-95.119424	938.6031	158.00
227	2	26	-76.920775	908.8482	-76.982327	913.8160	127.00
227	3	26	-77.193575	931.0728	-77.403637	948.5560	126.00
227	4	26	-77.193091	931.0329	-77.402670	948.4747	126.00
228	2	29	-85.780630	907.7218	-85.843709	912.2795	137.00
228	3	29	-86.051952	927.4888	-86.262014	943.0880	136.00
228	4	29	-86.051468	927.4532	-86.261047	943.0156	136.00
229	2	24	-71.305686	935.5570	-71.533023	956.1866	114.00
229	3	24	-71.287506	933.9266	-71.497085	952.8953	114.00
229	4	24	-71.287506	933.9266	-71.497085	952.8953	114.00
230	2	28	-82.829744	908.2494	-82.894670	913.1118	132.00
230	3	28	-82.798130	905.8912	-82.832100	908.4255	132.00
230	4	28	-82.798130	905.8912	-82.832100	908.4255	132.00
231	2	27	-80.170341	931.6910	-80.403926	950.4366	121.00
231	3	27	-80.145883	929.7497	-80.355462	946.5166	121.00
231	4	27	-80.145883	929.7497	-80.355462	946.5166	121.00
232	2	27	-80.164066	931.1925	-80.391414	949.4230	141.00
232	3	27	-80.145883	929.7497	-80.355462	946.5166	141.00
232	4	27	-80.145883	929.7497	-80.355462	946.5166	141.00
233	2	29	-85.782081	907.8264	-85.846609	912.4895	139.00
233	3	29	-86.051952	927.4888	-86.262014	943.0880	138.00
233	4	29	-86.051468	927.4532	-86.261047	943.0156	138.00
234	2	27	-80.179893	932.4503	-80.422774	951.9656	125.00
234	3	27	-80.145883	929.7497	-80.355462	946.5166	125.00
234	4	27	-80.145883	929.7497	-80.355462	946.5166	125.00
235	2	30	-88.749162	908.4591	-88.827523	913.9395	146.00
235	3	30	-89.004745	926.4560	-89.214807	941.5142	145.00
235	4	30	-89.004261	926.4216	-89.213839	941.4443	145.00
236	2	26	-77.220840	933.3237	-77.457527	953.0938	131.00
236	3	26	-77.193091	931.0329	-77.402670	948.4747	131.00
236	4	26	-77.193091	931.0329	-77.402670	948.4747	131.00
237	2	26	-77.212238	932.6130	-77.440541	951.6611	118.00
237	3	26	-77.193091	931.0329	-77.402670	948.4747	118.00
237	4	26	-77.193091	931.0329	-77.402670	948.4747	118.00
238	2	31	-91.703417	908.1859	-91.783258	913.5878	153.00
238	3	31	-91.957537	925.4909	-92.167599	940.0444	152.00
238	4	31	-91.957053	925.4577	-92.166632	939.9768	152.00
239	2	28	-83.129724	930.9336	-83.369539	949.4750	130.00
239	3	28	-83.098676	928.5597	-83.308254	944.7019	130.00
239	4	28	-83.098676	928.5597	-83.308254	944.7019	130.00
240	2	27	-80.170826	931.7295	-80.404897	950.5154	129.00
240	3	27	-80.145883	929.7497	-80.355462	946.5166	129.00
240	4	27	-80.145883	929.7497	-80.355462	946.5166	129.00
241	2	29	-86.088385	930.1757	-86.334177	948.5071	131.00
241	3	29	-86.051468	927.4532	-86.261047	943.0156	131.00
241	4	29	-86.051468	927.4532	-86.261047	943.0156	131.00
242	2	29	-85.787359	908.2069	-85.857073	913.2480	129.00
242	3	29	-86.051952	927.4888	-86.262014	943.0880	128.00
242	4	29	-86.051468	927.4532	-86.261047	943.0156	128.00
243	2	28	-82.835445	908.6753	-82.905862	913.9525	125.00
243	3	28	-83.099160	928.5967	-83.309222	944.7771	124.00
243	4	28	-83.098676	928.5597	-83.308254	944.7019	124.00
244	2	26	-76.923189	909.0425	-76.987142	914.2057	135.00
244	3	26	-77.193575	931.0728	-77.403637	948.5560	134.00
244	4	26	-77.193091	931.0329	-77.402670	948.4747	134.00
245	2	27	-79.883225	909.1550	-79.954384	914.6890	127.00
245	3	27	-80.146367	929.7881	-80.356429	946.5946	126.00
245	4	27	-80.145883	929.7497	-80.355462	946.5166	126.00
246	2	24	-71.306653	935.6438	-71.534956	956.3639	122.00
246	3	24	-71.287506	933.9266	-71.497085	952.8953	122.00
246	4	24	-71.287506	933.9266	-71.497085	952.8953	122.00
247	2	25	-74.265226	934.5640	-74.499251	954.9267	134.00
247	3	25	-74.240299	932.4208	-74.449877	950.5940	134.00
247	4	25	-74.240299	932.4208	-74.449877	950.5940	134.00
248	2	30	-88.753520	908.7631	-88.836237	914.5510	139.00
248	3	30	-89.004745	926.4560	-89.214807	941.5142	138.00
248	4	30	-89.004261	926.4216	-89.213839	941.4443	138.00
249	2	28	-83.138807	931.6292	-83.387478	950.8767	122.00
249	3	28	-83.098676	928.5597	-83.308254	944.7019	122.00
249	4	28	-83.098676	928.5597	-83.308254	944.7019	122.00
250	2	28	-83.127392	930.7551	-83.365044	949.1241	143.00
250	3	28	-83.098676	928.5597	-83.308254	944.7019	143.00
250	4	28	-83.098676	928.5597	-83.308254	944.7019	143.00
251	2	29	-86.079777	929.5402	-86.317168	947.2270	146.00
251	3	29	-86.051468	927.4532	-86.261047	943.0156	146.00
251	4	29	-86.051468	927.4532	-86.261047	943.0156	146.00
252	2	29	-85.779155	907.6155	-85.840718	912.0628	147.00
252	3	29	-86.051952	927.4888	-86.262014	943.0880	146.00
252	4	29	-86.051468	927.4532	-86.261047	943.0156	146.00
253	2	29	-85.491583	887.1266	-85.390317	880.0223	158.00
253	3	29	-86.052436	927.5245	-86.262981	943.1604	156.00
253	4	29	-86.051468	927.4532	-86.261047	943.0156	156.00
254	2	25	-74.269895	934.9660	-74.508260	955.7194	124.00
254	3	25	-74.240299	932.4208	-74.449877	950.5940	124.00
254	4	25	-74.240299	932.4208	-74.449877	950.5940	124.00
255	2	26	-77.214655	932.8127	-77.445368	952.0681	132.00
255	3	26	-77.193091	931.0329	-77.402670	948.4747	132.00
255	4	26	-77.193091	931.0329	-77.402670	948.4747	132.00
256	2	27	-80.166960	931.4224	-80.397179	949.8899	142.00
256	3	27	-80.145883	929.7497	-80.355462	946.5166	142.00
256	4	27	-80.145883	929.7497	-80.355462	946.5166	142.00
257	2	32	-94.356631	888.4740	-94.261829	882.4339	156.00
257	3	32	-94.910813	924.6192	-95.121359	938.7338	154.00
257	4	32	-94.909846	924.5548	-95.119424	938.6031	154.00
258	2	27	-80.177013	932.2213	-80.417064	951.5022	137.00
258	3	27	-80.145883	929.7497	-80.355462	946.5166	137.00
258	4	27	-80.145883	929.7497	-80.355462	946.5166	137.00
259	2	31	-91.697232	907.7688	-91.771100	912.7631	152.00
259	3	31	-91.957537	925.4909	-92.167599	940.0444	151.00
259	4	31	-91.957053	925.4577	-92.166632	939.9768	151.00
260	2	25	-74.259445	934.0665	-74.487748	953.9155	118.00
260	3	25	-74.240299	932.4208	-74.449877	950.5940	118.00
260	4	25	-74.240299	932.4208	-74.449877	950.5940	118.00
261	2	27	-79.874533	908.4814	-79.937046	913.3376	127.00
261	3	27	-80.146367	929.7881	-80.356429	946.5946	126.00
261	4	27	-80.145883	929.7497	-80.355462	946.5166	126.00
262	2	26	-77.213204	932.6928	-77.442469	951.8236	133.00
262	3	26	-77.193091	931.0329	-77.402670	948.4747	133.00
262	4	26	-77.193091	931.0329	-77.402670	948.4747	133.00
263	2	24	-71.308102	935.7739	-71.537849	956.6294	124.00
263	3	24	-71.287506	933.9266	-71.497085	952.8953	124.00
263	4	24	-71.287506	933.9266	-71.497085	952.8953	124.00
264	2	27	-80.173708	931.9586	-80.410616	950.9791	137.00
264	3	27	-80.145883	929.7497	-80.355462	946.5166	137.00
264	4	27	-80.145883	929.7497	-80.355462	946.5166	137.00
265	2	27	-79.884614	909.2627	-79.957039	914.8962	142.00
265	3	27	-80.146367	929.7881	-80.356429	946.5946	141.00
265	4	27	-80.145883	929.7497	-80.355462	946.5166	141.00
266	2	26	-77.212720	932.6528	-77.441501	951.7421	129.00
266	3	26	-77.193091	931.0329	-77.402670	948.4747	129.00
266	4	26	-77.193091	931.0329	-77.402670	948.4747	129.00
267	2	28	-83.137035	931.4935	-83.384248	950.6242	141.00
267	3	28	-83.098676	928.5597	-83.308254	944.7019	141.00
267	4	28	-83.098676	928.5597	-83.308254	944.7019	141.00
268	2	27	-80.170823	931.7292	-80.404882	950.5142	143.00
268	3	27	-80.145883	929.7497	-80.355462	946.5166	143.00
268	4	27	-80.145883	929.7497	-80.355462	946.5166	143.00
269	2	32	-94.660555	908.1181	-94.744718	913.6344	153.00
269	3	32	-94.910330	924.5870	-95.120391	938.6685	152.00
269	4	32	-94.909846	924.5548	-95.119424	938.6031	152.00
270	2	26	-77.212717	932.6526	-77.441491	951.7412	127.00
270	3	26	-77.193091	931.0329	-77.402670	948.4747	127.00
270	4	26	-77.193091	931.0329	-77.402670	948.4747	127.00
271	2	28	-82.836438	908.7496	-82.907897	914.1055	138.00
271	3	28	-83.099160	928.5967	-83.309222	944.7771	137.00
271	4	28	-83.098676	928.5597	-83.308254	944.7019	137.00
272	2	27	-79.883646	909.1877	-79.955104	914.7452	130.00
272	3	27	-80.146367	929.7881	-80.356429	946.5946	129.00
272	4	27	-80.145883	929.7497	-80.355462	946.5166	129.00
273	2	27	-79.875498	908.5562	-79.938970	913.4874	123.00
273	3	27	-80.146367	929.7881	-80.356429	946.5946	122.00
273	4	27	-80.145883	929.7497	-80.355462	946.5166	122.00
274	2	28	-83.131174	931.0446	-83.372432	949.7009	124.00
274	3	28	-83.098676	928.5597	-83.308254	944.7019	124.00
274	4	28	-83.098676	928.5597	-83.308254	944.7019	124.00
275	2	23	-68.365278	938.4333	-68.604610	961.1897	117.00
275	3	23	-68.334714	935.5662	-68.544292	955.4030	117.00
275	4	23	-68.334714	935.5662	-68.544292	955.4030	117.00
276	2	27	-80.182321	932.6433	-80.427642	952.3609	131.00
276	3	27	-80.145883	929.7497	-80.355462	946.5166	131.00
276	4	27	-80.145883	929.7497	-80.355462	946.5166	131.00
277	2	26	-77.217051	933.0106	-77.450109	952.4679	124.00
277	3	26	-77.193091	931.0329	-77.402670	948.4747	124.00
277	4	26	-77.193091	931.0329	-77.402670	948.4747	124.00
278	2	29	-86.072549	929.0069	-86.302778	946.1454	135.00
278	3	29	-86.051468	927.4532	-86.261047	943.0156	135.00
278	4	29	-86.051468	927.4532	-86.261047	943.0156	135.00
279	2	28	-82.829258	908.2132	-82.893697	913.0387	140.00
279	3	28	-83.099160	928.5967	-83.309222	944.7771	139.00
279	4	28	-83.098676	928.5597	-83.308254	944.7019	139.00
280	2	22	-65.401069	939.2384	-65.629373	961.9518	115.00
280	3	22	-65.381921	937.3580	-65.591500	958.1463	115.00
280	4	22	-65.381921	937.3580	-65.591500	958.1463	115.00
281	2	28	-82.834990	908.6413	-82.905008	913.8883	146.00
281	3	28	-83.099160	928.5967	-83.309222	944.7771	145.00
281	4	28	-83.098676	928.5597	-83.308254	944.7019	145.00
282	2	31	-91.411964	888.7365	-91.325085	883.0199	154.00
282	3	31	-91.958021	925.5242	-92.168566	940.1119	152.00
282	4	31	-91.957053	925.4577	-92.166632	939.9768	152.00
283	2	25	-74.257514	933.9004	-74.483894	953.5770	121.00
283	3	25	-74.240299	932.4208	-74.449877	950.5940	121.00
283	4	25	-74.240299	932.4208	-74.449877	950.5940	121.00
284	2	29	-86.087904	930.1402	-86.333221	948.4351	137.00
284	3	29	-86.051468	927.4532	-86.261047	943.0156	137.00
284	4	29	-86.051468	927.4532	-86.261047	943.0156	137.00
285	2	27	-80.184650	932.8286	-80.432125	952.7251	129.00
285	3	27	-80.145883	929.7497	-80.355462	946.5166	129.00
285	4	27	-80.145883	929.7497	-80.355462	946.5166	129.00
286	2	25	-74.270943	935.0562	-74.510506	955.9171	129.00
286	3	25	-74.240299	932.4208	-74.449877	950.5940	129.00
286	4	25	-74.240299	932.4208	-74.449877	950.5940	129.00
287	2	26	-76.921259	908.8871	-76.983295	913.8943	120.00
287	3	26	-77.193575	931.0728	-77.403637	948.5560	119.00
287	4	26	-77.193091	931.0329	-77.402670	948.4747	119.00
288	2	30	-88.747803	908.3644	-88.824982	913.7613	138.00
288	3	30	-89.004745	926.4560	-89.214807	941.5142	137.00
288	4	30	-89.004261	926.4216	-89.213839	941.4443	137.00
289	2	29	-86.076880	929.3264	-86.311388	946.7924	141.00
289	3	29	-86.051468	927.4532	-86.261047	943.0156	141.00
289	4	29	-86.051468	927.4532	-86.261047	943.0156	141.00
290	2	24	-71.004659	908.9238	-71.055915	913.4044	126.00
290	3	24	-70.986960	907.3817	-71.020931	910.3438	126.00
