w1	count	gt_prob
owns	1	0.00008575
paratrooper	1	0.00008575
parents	1	0.00008575
particular	1	0.00008575
partnership	1	0.00008575
pass	1	0.00008575
performed	1	0.00008575
performing	1	0.00008575
picks	1	0.00008575
plant-based	1	0.00008575
platforms	1	0.00008575
plot	1	0.00008575
plus	1	0.00008575
popularity	1	0.00008575
post	1	0.00008575
powerful	1	0.00008575
praised	1	0.00008575
precision	1	0.00008575
president	1	0.00008575
pressure	1	0.00008575
process,	1	0.00008575
proclivity	1	0.00008575
produce	1	0.00008575
production	1	0.00008575
professional	1	0.00008575
projected	1	0.00008575
promoted	1	0.00008575
protein	1	0.00008575
pull	1	0.00008575
putting	1	0.00008575
rain	1	0.00008575
rain-shortened	1	0.00008575
rankings	1	0.00008575
rather	1	0.00008575
re-seller	1	0.00008575
received	1	0.00008575
recognised	1	0.00008575
recognition	1	0.00008575
recorded	1	0.00008575
rectified.	1	0.00008575
reflexes	1	0.00008575
regarded	1	0.00008575
regiment	1	0.00008575
region.	1	0.00008575
regions,	1	0.00008575
relatively	1	0.00008575
remained	1	0.00008575
repeated	1	0.00008575
representing	1	0.00008575
represents	1	0.00008575
reputation	1	0.00008575
resignation	1	0.00008575
result,	1	0.00008575
resulting	1	0.00008575
retained	1	0.00008575
return	1	0.00008575
role	1	0.00008575
romantic	1	0.00008575
ruled	1	0.00008575
ruling	1	0.00008575
runners-up	1	0.00008575
runners-up.	1	0.00008575
running	1	0.00008575
runs,	1	0.00008575
said	1	0.00008575
same	1	0.00008575
same".	1	0.00008575
saw	1	0.00008575
school	1	0.00008575
schooling	1	0.00008575
scorer	1	0.00008575
scores	1	0.00008575
seats	1	0.00008575
seconds,	1	0.00008575
security	1	0.00008575
selected	1	0.00008575
semi-final	1	0.00008575
semi-finals	1	0.00008575
seniors	1	0.00008575
served	1	0.00008575
service	1	0.00008575
serving	1	0.00008575
set	1	0.00008575
seven-match	1	0.00008575
several	1	0.00008575
sharing	1	0.00008575
short-pitched	1	0.00008575
show	1	0.00008575
showcase	1	0.00008575
signing	1	0.00008575
simultaneously	1	0.00008575
since	1	0.00008575
single	1	0.00008575
situations.	1	0.00008575
skills	1	0.00008575
small-town	1	0.00008575
social	1	0.00008575
soil	1	0.00008575
soldier	1	0.00008575
soldiers,	1	0.00008575
south	1	0.00008575
spells	1	0.00008575
spending	1	0.00008575
sport	1	0.00008575
spot	1	0.00008575
squad,	1	0.00008575
stadium's	1	0.00008575
stage.	1	0.00008575
stand	1	0.00008575
start	1	0.00008575
state	1	0.00008575
statistics	1	0.00008575
stint	1	0.00008575
striking	1	0.00008575
study	1	0.00008575
stumped	1	0.00008575
stumping),	1	0.00008575
stumps	1	0.00008575
style	1	0.00008575
style.	1	0.00008575
subsequently	1	0.00008575
suggestion	1	0.00008575
surname	1	0.00008575
surpass	1	0.00008575
surpassed	1	0.00008575
suspension	1	0.00008575
take	1	0.00008575
taken	1	0.00008575
taking	1	0.00008575
talent	1	0.00008575
talent-spotting	1	0.00008575
talents	1	0.00008575
target	1	0.00008575
taught	1	0.00008575
teams	1	0.00008575
technique,	1	0.00008575
tenth	1	0.00008575
them	1	0.00008575
these	1	0.00008575
thought	1	0.00008575
three-match	1	0.00008575
thus	1	0.00008575
thus,	1	0.00008575
tightened	1	0.00008575
till	1	0.00008575
title.	1	0.00008575
titles	1	0.00008575
took	1	0.00008575
top	1	0.00008575
top-scored	1	0.00008575
topped	1	0.00008575
tour.	1	0.00008575
tournaments.	1	0.00008575
towards	1	0.00008575
triangular	1	0.00008575
tried	1	0.00008575
trophies.	1	0.00008575
trophy	1	0.00008575
twelfth	1	0.00008575
twice	1	0.00008575
two-week	1	0.00008575
two-year	1	0.00008575
unavailable,	1	0.00008575
unbeaten.	1	0.00008575
under	1	0.00008575
under-16	1	0.00008575
unexpectedly	1	0.00008575
unravelling	1	0.00008575
up	1	0.00008575
value	1	0.00008575
vandalised	1	0.00008575
various	1	0.00008575
vehicle	1	0.00008575
via	1	0.00008575
vice-captain	1	0.00008575
vice-president	1	0.00008575
victory,	1	0.00008575
village	1	0.00008575
web	1	0.00008575
were	1	0.00008575
whose	1	0.00008575
wicket-keeper,	1	0.00008575
wicket-keeper/batsmen	1	0.00008575
wicket-keepers	1	0.00008575
wicket-keeping.	1	0.00008575
wicket.	1	0.00008575
wickets.	1	0.00008575
wife	1	0.00008575
win.	1	0.00008575
wins,	1	0.00008575
worked	1	0.00008575
world.	1	0.00008575
would	1	0.00008575
year.	1	0.00008575
years.	1	0.00008575
yet	1	0.00008575
youngest	1	0.00008575
ˈd̪ʱoːniː]	1	0.00008575
ˈsɪŋɡʱ	1	0.00008575
₹12	1	0.00008575
₹125	1	0.00008575
